rxns,formula,normalized_OFD_exp_resp_simi,normalized_OFD_exp_resp,normalized_OFD_exp_simi,normalized_OFD_exp_only,normalized_OFD_no_data,OFD_exp_resp_simi,OFD_exp_resp,OFD_exp_simi,OFD_exp_only,OFD_no_data,FVA_PFD_exp_resp_simi_1,FVA_PFD_exp_resp_simi_2,FVA_PFD_exp_resp_1,FVA_PFD_exp_resp_2,FVA_PFD_exp_simi_1,FVA_PFD_exp_simi_2,FVA_PFD_exp_only_1,FVA_PFD_exp_only_2,FVA_PFD_no_data_1,FVA_PFD_no_data_2,PFD_bounded_exp_resp_simi,PFD_bounded_exp_resp,PFD_bounded_exp_simi,PFD_bounded_exp_only,PFD_bounded_no_data,FVA_OFD_exp_resp_simi_1,FVA_OFD_exp_resp_simi_2,FVA_OFD_exp_resp_1,FVA_OFD_exp_resp_2,FVA_OFD_exp_simi_1,FVA_OFD_exp_simi_2,FVA_OFD_exp_only_1,FVA_OFD_exp_only_2,FVA_OFD_no_data_1,FVA_OFD_no_data_2,OFD_bounded_exp_resp_simi,OFD_bounded_exp_resp,OFD_bounded_exp_simi,OFD_bounded_exp_only,OFD_bounded_no_data,related_responsiveness_constraints,related_similarity_constraints
TCM0101,dadp[c] + dudp[m]  -> dudp[c] + dadp[m],0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,0,1000,0,1000,0,1000,0,0,0,0,0,0,11.1764045904579,0,97.9882112028924,0,27.7007331756805,0,37.9764171456697,0,143.125649466563,0,0,0,0,0,"ND",ND
TCM0105,dtdp[c] + dgdp[m]  -> dgdp[c] + dtdp[m],0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,0,1000,0,1000,0,1000,0,0,0,0,0,0,11.1764045910947,0,97.9882112030436,0,27.7007331757762,0,37.9764171456562,0,143.125649466563,0,0,0,0,0,"ND",ND
TCM0104,pi[m] + succ[c]  <=> pi[c] + succ[m],0,0,0,0.0454924734451204,0,0,0,0,0.0502597503701106,0,-1000,1000,-1000,1000,-1000,1000,-1000,1000,-1000,1000,0,0,0,0,0,-7.56664644960711,7.48656827827597,-65.4290994011536,65.3587604821707,-18.4503792810592,18.5987771501508,-25.3152477620275,25.4453629460689,-95.454874812374,95.6277022112936,0,0,0,0,0,"ND",ND
TCM0106,glyb[m]  <=> glyb[c],0,0,0,0,0,0,0,0,0,0,0,0.00747604437086767,0,0.0364776695563815,0,0.034215178980502,0,0.459943833545854,0,36.4442153669925,0,0,0,0,0,0,0.000368295411773634,0,0.0364776695558761,0,0.0342151789761166,0,0.178638275957504,0,1.21337073383836,0,0,0,0,0,"ND",ND
TCE0718,met-L[e]  <=> met-L[c],-0,-0,-0,-0,-0.0306149730584832,-0,-0,-0,-0,-0.0369570961310046,-0.0162287884344381,0.00815011415432394,-0.0750130538057186,0.0176674284298925,-0.0596547588447638,0.00824315634125609,-0.177187795562278,0.012394495154814,-6.74942577219883,0.420881937197464,0,0,0,0,0,-0.000799485399629762,0.000575836389755668,-0.0750130538051772,0.0122414439879425,-0.0596547588359814,0.00822329877381206,-0.121259319600723,0.0092161476867607,-0.221738036629972,0.0140003592293851,0,0,0,0,0,"ND",ND
TCE0719,4abut[e]  <=> 4abut[c],-0,-0,-0,-0,0,-0,-0,-0,-0,0,-0.013601016483895,0.0120157298473035,-0.0644385263969728,0.0260791225084518,-0.0770533137977416,0.0119192987960802,-0.688886620349287,0.0179344877632062,-81.1492806803055,0.610115262876093,0,0,0,0,0,-0.000670032402065868,0.00174785965907009,-0.0644385263964677,0.0177339270848836,-0.0770533137887958,0.0118934585211046,-0.312310538172075,0.0133355160313494,-2.84969597763791,0.0202995512637472,0,0,0,0,0,"ND",ND
TCE0716,lac-D[e]  <=> lac-D[c],-0,-0,-0,-0,-0.0273770000000076,-0,-0,-0,-0,-0.0330483524792271,-0.028870324718214,0.0136830292720711,-0.140649475886029,0.0297169149312543,-0.0419748051899258,0.0137840169318927,-0.053500927312644,0.0207636303290194,-101.38556287078,0.706394330953799,0,0,0,0,0,-0.00142225053838579,0.000925778612771488,-0.140649475884903,0.0205003475166056,-0.0419748051887368,0.0137584828513295,-0.0510941011182288,0.0154382464186158,-3.56431337342508,0.0234947003274328,0,0,0,0,0,"ND",ND
TCE0710,34dhphe[e]  <=> 34dhphe[c],0,0,0,0,0,0,0,0,0,0,-0.0110456111937887,-0,-0.0553344561864386,-0,-0.0334292780427265,-0,-0.172769717392839,-0,-6.21425440765267,-0,0,0,0,0,0,-0.000561130176729807,-0,-0.0542569987497825,-0,-0.0334292780395236,-0,-0.0833529855481729,-0,-0.204088192995528,-0,0,0,0,0,0,"ND",ND
TCE0712,4hphac[c]  <=> 4hphac[e],0,0,0,0,0,0,0,0,0,0,0,0.00931925691883359,0,0.0402115182149553,0,0.00946055659786211,0,0.0173158640043349,0,6.65607133149194,0,0,0,0,0,0,0.000459098340601871,0,0.0402016738878691,0,0.00946055659681841,0,0.0173068043018731,0,0.218321679619521,0,0,0,0,0,"ND",ND
TCE0713,pydam[e]  <=> pydam[c],0,0,0,0,0,0,0,0,0,0,0,0.00570978780733053,0,0.0154244723301258,0,0.00748827819869137,0,0.0113129086682526,0,0.384737098615801,0,0,0,0,0,0,0.000496461943752666,0,0.0111430349642605,0,0.00747982557362963,0,0.0084103228979704,0,0.0128031945010889,0,0,0,0,0,"ND",ND
